TV_Manufacturing_Brand,DATE,DEMAND ,CPI,CCI,PPI,Unit_Price,Supply_Data,SALES,Cost_SMS,Cost_Newspaper,Cost_Radio,Cost_TV,Cost_Internet,GRP_NewPaper,GRP_SMS,GRP_Radio,GRP_Internet,GRP_TV
TV Manufacturing & Supplier Unit,2011-02-22,7057,"103,1","99,6","102,7","361,02",6841,"2469737,82","41,65","10,32","74,15","1067,16","4218,52","1074,439","118,4667",124,"243,8182","1194,0455"
TV Manufacturing & Supplier Unit,2011-02-23,7493,"103,1","99,6","102,7","361,02",6456,"2330745,12","43,86","10,44","82,83","1122,38","3900,43","1201,36","33,12","84,6818","223,3182","859,0909"
TV Manufacturing & Supplier Unit,2011-02-24,7622,"103,1","99,6","102,7","361,02",5453,"1968642,06","48,43","11,10","92,75","1155,23","4992,52","1321,858","64,7",76,"199,4545","920,6818"
TV Manufacturing & Supplier Unit,2011-02-25,6110,"103,1","99,6","102,7","361,02",5134,"1853476,68","41,24","10,78","74,24","1114,64","4108,86","1051,006","85,2464","87,1364","403,7727","1091,8182"
TV Manufacturing & Supplier Unit,2011-02-26,7092,"103,1","99,6","102,7","361,02",4279,"1544804,58","38,06","10,03","75,15","1070,13","3149,86","935,436","7,3203","110,7727","268,5455","1095,4091"
TV Manufacturing & Supplier Unit,2011-02-27,6401,"103,1","99,6","102,7","361,02",5212,"1881636,24","38,20","10,52","79,53","1105,05","3783,00","1674,99","35,0395","96,7273","225,7727","861,1364"
TV Manufacturing & Supplier Unit,2011-02-28,6681,"103,1","99,6","102,7","361,02",5245,"1893549,90","40,65","10,73","81,73","1115,92","3883,10","1066,52",0,"131,6818","210,3182","849,5455"
TV Manufacturing & Supplier Unit,2011-03-01,6714,"103,5","99,6","102,7","361,02",6280,"2267205,60","41,40","10,49","73,45","1080,40","3695,71","1119,701","70,3706","152,5","214,1818","950,0909"
TV Manufacturing & Supplier Unit,2011-03-02,6016,"103,5","99,6","102,7","361,02",6240,"2252764,80","48,40","11,07","83,99","1155,65","4390,14","1153,756","101,5147","95,1364","226,2273","852,8182"
TV Manufacturing & Supplier Unit,2011-03-03,6056,"103,5","99,6","102,7","361,02",6482,"2340131,64","42,53","10,51","77,90","1084,37","4997,38","1430,851","101,9914","106,3182",282,901
TV Manufacturing & Supplier Unit,2011-03-04,6009,"103,5","99,6","102,7","361,02",6542,"2361792,84","44,44","10,81","81,46","1140,69","4414,29","996,813","33,7128","92,0455","246,8182","962,8182"
TV Manufacturing & Supplier Unit,2011-03-05,6740,"103,5","99,6","102,7","361,02",5759,"2079114,18","42,63","11,22","79,36","1176,21","3298,95","390,3756",0,"891,5664","1540,4294","7307,3182"
TV Manufacturing & Supplier Unit,2011-03-06,6795,"103,5","99,6","102,7","361,02",6841,"2469737,82","49,22","11,00","86,81","1151,52","2838,13","462,8413","17,6288","173,3708","394,712","1420,9545"
TV Manufacturing & Supplier Unit,2011-03-07,6235,"103,5","99,6","102,7","361,02",6456,"2330745,12","46,26","11,37","84,54","1162,74","2744,63","676,4964","27,254","165,5566","493,4066","1356,9091"
TV Manufacturing & Supplier Unit,2011-03-08,6068,"103,5","99,6","102,7","361,02",5453,"1968642,06","42,29","11,09","79,80","1147,72","4937,90","694,4416","54,2678","149,4013","543,3876","1224,5"
TV Manufacturing & Supplier Unit,2011-03-09,6874,"103,5","99,6","102,7","361,02",5134,"1853476,68","38,93","10,69","72,21","1090,94","2590,90","646,6664","61,0317","108,051","280,2315","885,5909"
TV Manufacturing & Supplier Unit,2011-03-10,6153,"103,5","99,6","102,7","361,02",4279,"1544804,58","44,37","10,86","79,35","1129,29","1628,17","606,9556",0,"163,1774","580,3669","1337,4091"
TV Manufacturing & Supplier Unit,2011-03-11,6005,"103,5","99,6","102,7","361,02",5212,"1881636,24","38,70","10,89","79,27","1151,45","3563,99","715,7929","60,3637","115,3161","249,0141","945,1364"
TV Manufacturing & Supplier Unit,2011-03-12,5457,"103,5","99,6","102,7","361,02",5245,"1893549,90","46,68","11,34","81,92","1179,43","0,00","323,3644",0,"113,4305","240,695","929,6818"
TV Manufacturing & Supplier Unit,2011-03-13,5110,"103,5","99,6","102,7","361,02",5280,"1906185,60","41,57","10,81","78,37","1107,30","2360,51","78,5261","15,024","123,818","311,9083","1014,8182"
TV Manufacturing & Supplier Unit,2011-03-14,6334,"103,5","99,6","102,7","361,02",5240,"1891744,80","42,83","11,44","77,91","1161,94","2675,61","132,1241","15,1587","168,141","304,1815","1378,0909"
TV Manufacturing & Supplier Unit,2011-03-15,6071,"103,5","99,6","102,7","361,02",5482,"1979111,64","37,92","11,89","62,97","1251,25","2705,77","85,0218","20,9779","178,9666","381,9316","1466,8182"
TV Manufacturing & Supplier Unit,2011-03-16,6031,"103,5","99,6","102,7","361,02",5542,"2000772,84","38,93","10,69","79,35","1090,94","4268,16","42,8481","36,3533","131,8041","378,6272","1080,2727"
TV Manufacturing & Supplier Unit,2011-03-17,6110,"103,5","99,6","102,7","361,02",5759,"2079114,18","41,57","10,81","78,37","1107,30","2360,51","78,5261","15,024","123,818","311,9083","1014,8182"
TV Manufacturing & Supplier Unit,2011-03-18,6034,"103,5","99,6","102,7","361,02",5841,"2108717,82","42,83","11,44","77,91","1161,94","2675,61","132,1241","15,1587","168,141","304,1815","1378,0909"
TV Manufacturing & Supplier Unit,2011-03-19,5071,"103,5","99,6","102,7","361,02",5556,"2005827,12","37,92","11,89","62,97","1251,25","2705,77","85,0218","20,9779","178,9666","381,9316","1466,8182"
TV Manufacturing & Supplier Unit,2011-03-20,6131,"103,5","99,6","102,7","361,02",5353,"1932540,06","38,70","10,69","79,35","1090,94","4268,16","42,8481","36,3533","131,8041","378,6272","1080,2727"
TV Manufacturing & Supplier Unit,2011-03-21,4384,"103,5","99,6","102,7","361,02",5134,"1853476,68","77,48","14,10","112,34","1479,46","722,57","95,333","11,8398",91,"276,3636","756,5909"
TV Manufacturing & Supplier Unit,2011-03-22,4366,"103,5","99,6","102,7","361,02",5279,"1905824,58","73,48","13,30","105,71","1369,89","717,86","114,957","27,8039","111,9091","291,3182","860,1364"
TV Manufacturing & Supplier Unit,2011-03-23,4006,"103,5","99,6","102,7","361,02",5222,"1885246,44","80,61","13,20","108,77","1428,06","653,33","113,09",0,"94,6364","282,7273","751,9545"
TV Manufacturing & Supplier Unit,2011-03-24,4076,"103,5","99,6","102,7","361,02",5524,"1994274,48","65,93","12,72","93,31","1309,35","622,10","72,442",0,"98,5909","306,3182","749,4545"
TV Manufacturing & Supplier Unit,2011-03-25,4834,"103,5","99,6","102,7","361,02",5280,"1906185,60","77,48","14,10","112,34","1479,46","722,57","95,333","11,8398",91,"276,3636","756,5909"
TV Manufacturing & Supplier Unit,2011-03-26,4636,"103,5","99,6","102,7","361,02",5240,"1891744,80","73,48","13,30","105,71","1369,89","717,86","114,957","27,8039","111,9091","291,3182","860,1364"
TV Manufacturing & Supplier Unit,2011-03-27,4166,"103,5","99,6","102,7","361,02",5482,"1979111,64","80,61","13,20","108,77","1428,06","653,33","113,09",0,"94,6364","282,7273","751,9545"
TV Manufacturing & Supplier Unit,2011-03-28,4186,"103,5","99,6","102,7","361,02",5542,"2000772,84","65,93","12,72","93,31","1309,35","622,10","72,442",0,"98,5909","306,3182","749,4545"
TV Manufacturing & Supplier Unit,2011-03-29,4405,"103,5","99,6","102,7","361,02",5659,"2043012,18","89,73","13,79","117,64","1417,01","624,24","87,649",0,"105,0455","306,4545","754,2727"
TV Manufacturing & Supplier Unit,2011-03-30,5561,"103,5","99,6","102,7","361,02",6841,"2469737,82","68,81","12,58","91,61","1334,34","611,71","38,235",0,108,"305,9545","776,6364"
TV Manufacturing & Supplier Unit,2011-03-31,6205,"103,5","99,6","102,7","361,02",6456,"2330745,12","80,14","13,42","101,69","1390,65","627,24","92,486","6,9945","112,9545","304,8636","867,1818"
TV Manufacturing & Supplier Unit,2011-04-01,5006,"103,3","99,6","102,7","361,02",5483,"1979472,66","84,34","13,48","105,89","1442,58","613,14","206,96","69,9877","115,3636","298,5455","905,4091"
TV Manufacturing & Supplier Unit,2011-04-02,5034,"103,3","99,6","102,7","361,02",6134,"2214496,68","75,42","13,21","104,56","1417,13","615,86","83,632","49,589","171,5","309,6818","880,5909"
TV Manufacturing & Supplier Unit,2011-04-03,4319,"103,3","99,6","102,7","361,02",6279,"2266844,58","70,79","12,96","97,62","1357,72","688,67","118,126","46,3774","123,8182","273,7727","791,7727"
TV Manufacturing & Supplier Unit,2011-04-04,5082,"103,3","99,6","102,7","361,02",5212,"1881636,24","68,99","13,25","102,47","1378,42","636,67","125,388","47,8766","111,2727","275,6818","867,7273"
TV Manufacturing & Supplier Unit,2011-04-05,5155,"103,3","99,6","102,7","361,02",5245,"1893549,90","69,66","13,08","102,31","1393,86","610,29","86,23","34,2365","117,6818","280,8182","840,1364"
TV Manufacturing & Supplier Unit,2011-04-06,6000,"103,3","99,6","102,7","361,02",6280,"2267205,60","66,07","13,41","95,45","1428,79","622,10","95,229","60,6667","100,9091","284,9545","796,5909"
TV Manufacturing & Supplier Unit,2011-04-07,6340,"103,3","99,6","102,7","361,02",5240,"1891744,80","74,18","13,35","103,06","1399,97","602,00","158,382","18,7505","112,2727","281,6818","914,9091"
TV Manufacturing & Supplier Unit,2011-04-08,6402,"103,3","99,6","102,7","361,02",5482,"1979111,64","63,52","13,12","97,29","1400,13","5072,62","48,039","19,0108","116,8182","265,9091","1379,4091"
TV Manufacturing & Supplier Unit,2011-04-09,7312,"103,3","99,6","102,7","361,02",5542,"2000772,84","68,81","13,32","96,52","1397,79","5413,10","221,528",0,"118,6364","279,1818","904,5"
TV Manufacturing & Supplier Unit,2011-04-10,5369,"103,3","99,6","102,7","361,02",5579,"2014130,58","73,77","13,24","97,50","1390,84","5230,29","208,569","30,429","103,9545","276,2727","828,0455"
TV Manufacturing & Supplier Unit,2011-04-11,6231,"103,3","99,6","102,7","361,02",5841,"2108717,82","72,19","13,44","97,26","1411,58","2421,43","136,737","31,5863","109,3182","283,2727","953,0455"
TV Manufacturing & Supplier Unit,2011-04-12,6796,"103,3","99,6","102,7","361,02",5456,"1969725,12","66,09","13,23","97,62","1406,08","2126,71","151,538","43,0027","119,2727","299,3636",945
TV Manufacturing & Supplier Unit,2011-04-13,5783,"103,3","99,6","102,7","361,02",5553,"2004744,06","74,53","12,97","98,96","1358,78","6354,57","5,659","43,1783","106,9545","286,7273","896,5"
TV Manufacturing & Supplier Unit,2011-04-14,6364,"103,3","107,6","102,7","361,02",6134,"2214496,68","82,35","13,49","108,90","1441,57","3272,95","173,248","11,7112","138,3182","317,8182","1253,8636"
TV Manufacturing & Supplier Unit,2011-04-15,5775,"103,3","107,6","102,7","361,02",6427,"2320275,54","73,02","13,52","100,91","1417,05","2568,71","200,366","11,8272","120,9545","254,0909","912,6818"
TV Manufacturing & Supplier Unit,2011-04-16,6700,"103,3","107,6","102,7","361,02",6522,"2354572,44","80,25","13,53","101,45","1417,12","4164,43","100,809",0,"139,4545","273,4545","1060,3182"
TV Manufacturing & Supplier Unit,2011-04-17,6140,"103,3","107,6","102,7","361,02",5245,"1893549,90","74,22","13,37","102,57","1438,10","3379,33","32,421","50,8308","116,9091",254,"913,5909"
TV Manufacturing & Supplier Unit,2011-04-18,6842,"103,3","107,6","102,7","361,02",6280,"2267205,60","81,90","13,96","112,86","1451,78","3155,14","52,031","144,9951","87,1364","241,4545","799,1818"
TV Manufacturing & Supplier Unit,2011-04-19,7645,"103,3","107,6","102,7","361,02",6240,"2252764,80","70,44","13,58","102,64","1436,16","252,91","172,967","95,636","79,3636","221,9545","853,5909"
TV Manufacturing & Supplier Unit,2011-04-20,6951,"103,3","107,6","102,7","361,02",6482,"2340131,64","70,82","13,66","99,80","1446,79","2981,05","189,24","11,8084","93,0909","240,1364","881,7273"
TV Manufacturing & Supplier Unit,2011-04-21,7668,"103,3","107,6","102,7","361,02",7542,"2722812,84","76,98","13,57","103,63","1462,29","3706,67","206,839","3,8765","97,9545","244,3636","971,9091"
TV Manufacturing & Supplier Unit,2011-04-22,8565,"103,3","107,6","102,7","361,02",5759,"2079114,18","75,04","13,75","103,31","1438,69","2226,43","132,829",0,"94,3182","230,0455","868,1818"
TV Manufacturing & Supplier Unit,2011-04-23,7733,"103,3","107,6","102,7","361,02",6841,"2469737,82","86,20","13,77","118,47","1477,82","4038,81","194,316","34,6945","77,8182","197,1818","821,3636"
TV Manufacturing & Supplier Unit,2011-04-24,7926,"103,3","107,6","102,7","361,02",6456,"2330745,12","71,38","13,19","98,64","1387,50","3323,76","140,09","35,5475","66,8636","191,1818","770,9091"
TV Manufacturing & Supplier Unit,2011-04-25,7236,"103,3","107,6","102,7","361,02",5453,"1968642,06","70,14","13,36","98,46","1424,49","4422,67","149,738","15,863","66,9545","194,4545","697,6364"
TV Manufacturing & Supplier Unit,2011-04-26,8113,"103,3","107,6","102,7","361,02",4240,"1530724,80","70,03","13,41","104,36","1417,10","3892,38","99,954","15,817","98,1364","253,5455","928,5455"
TV Manufacturing & Supplier Unit,2011-04-27,6600,"103,3","107,6","102,7","361,02",4266,"1540111,32","70,74","13,20","98,96","1400,18","1885,19","117,032",0,"95,9091","254,0455","843,4091"
TV Manufacturing & Supplier Unit,2011-04-28,7400,"103,3","107,6","102,7","361,02",4206,"1518450,12","75,72","13,64","98,54","1401,30","1953,81","121,125","35,811","89,0909","245,5","767,3182"
TV Manufacturing & Supplier Unit,2011-04-29,7335,"103,3","107,6","102,7","361,02",4176,"1507619,52","62,69","12,82","84,13","1339,81","1791,19","189,038",0,"94,4091","247,6364","802,2273"
TV Manufacturing & Supplier Unit,2011-04-30,6638,"103,3","107,6","102,7","361,02",5234,"1889578,68","72,15","13,69","97,15","1434,90","3074,67","196,773",0,"92,0455","291,5909","785,5909"
TV Manufacturing & Supplier Unit,2011-05-01,7282,103,"107,6","102,7","361,02",4446,"1605094,92","72,91","13,36","102,38","1442,03","3117,05","160,32",0,"135,0455","249,3182","846,5"
TV Manufacturing & Supplier Unit,2011-05-02,6834,103,"107,6","102,7","361,02",4346,"1568992,92","71,83","13,68","98,00","1460,45","2023,52","147,936","40,3932","92,5","221,1818","790,3636"
TV Manufacturing & Supplier Unit,2011-05-03,7541,103,"107,6","102,7","361,02",4216,"1522060,32","70,96","13,76","98,76","1454,82","3395,67","262,807",0,"96,9091","252,4091","898,4545"
TV Manufacturing & Supplier Unit,2011-05-04,7830,103,"107,6","102,7","361,02",4505,"1626395,10","59,28","13,22","84,63","1392,11","2921,33","311,592","30,3757","106,1818","254,9091","1144,5455"
TV Manufacturing & Supplier Unit,2011-05-05,8642,103,"107,6","102,7","361,02",5661,"2043734,22","64,70","13,21","92,60","1397,26","2825,10","455,428","46,9608","126,0455","269,3182","1115,2727"
TV Manufacturing & Supplier Unit,2011-05-06,7739,103,"107,6","102,7","361,02",6305,"2276231,10","68,49","13,72","90,13","1433,56","5082,67","467,509","93,5075","114,2273","324,5909","1271,5455"
TV Manufacturing & Supplier Unit,2011-05-07,7778,103,"107,6","102,7","361,02",5226,"1886690,52","63,47","13,86","89,03","1441,48","4011,71","402,614",0,"118,0455","281,5455","971,7273"
TV Manufacturing & Supplier Unit,2011-05-08,7632,103,"107,6","102,7","361,02",5134,"1853476,68","61,03","13,62","90,32","1411,83","2666,86","435,346","105,1623","118,5909","261,4545","893,6818"
TV Manufacturing & Supplier Unit,2011-05-09,6814,103,"107,6","102,7","361,02",4279,"1544804,58","56,05","12,87","75,91","1322,61","1675,91","408,612",0,"175,5455","275,6364","3826,6818"
TV Manufacturing & Supplier Unit,2011-05-10,6701,103,"107,6","102,7","361,02",5212,"1881636,24","62,41","13,10","85,10","1365,00","3668,48","481,883","104,0112","167,9545","241,7273","2170,1818"
TV Manufacturing & Supplier Unit,2011-05-11,8936,103,"107,6","102,7","361,02",5245,"1893549,90","58,39","12,99","80,56","1387,41","0,00","217,694",0,95,"216,7273","969,1818"
TV Manufacturing & Supplier Unit,2011-05-12,9393,103,"107,6","102,7","361,02",6280,"2267205,60","47,55","12,72","73,13","1333,34","2429,71","52,865","25,8875","111,0909","234,9545","1835,1818"
TV Manufacturing & Supplier Unit,2011-05-13,9602,103,"107,6","102,7","361,02",6240,"2252764,80","59,88","13,44","80,32","1381,65","2754,05","88,948","26,1196","115,1818","242,5909","1697,8636"
TV Manufacturing & Supplier Unit,2011-05-14,6207,103,"107,6","102,7","361,02",6482,"2340131,64","61,27","13,44","77,79","1413,09","2785,10","57,238","36,1466","141,6818","237,7727","1549,3636"
TV Manufacturing & Supplier Unit,2011-05-15,6717,103,"107,6","102,7","361,02",7542,"2722812,84","71,01","13,40","84,74","1402,93","4393,29","28,846","62,6395","108,2273","248,8182","1114,8636"
TV Manufacturing & Supplier Unit,2011-05-16,7512,103,"107,6","102,7","361,02",5759,"2079114,18","60,19","13,03","83,96","1380,00","3948,33","621,432","20,7815","108,3182","276,7273","1028,1364"
TV Manufacturing & Supplier Unit,2011-05-17,7264,103,"107,6","102,7","361,02",6841,"2469737,82","67,08","13,47","85,22","1415,71","5381,38","1040,787","51,0694","119,9545","276,2727","941,4545"
TV Manufacturing & Supplier Unit,2011-05-18,7327,103,"107,6","102,7","361,02",6456,"2330745,12","60,65","13,10","78,36","1368,84","4420,81","854,31",0,"89,8636","226,3636","896,9545"
TV Manufacturing & Supplier Unit,2011-05-19,6820,103,"107,6","102,7","361,02",5453,"1968642,06","58,11","13,07","80,05","1371,67","4524,38","587,16",0,99,"220,6818","1072,0455"
TV Manufacturing & Supplier Unit,2011-05-20,6338,103,"107,6","102,7","361,02",4484,"1618813,68","57,32","13,08","83,51","1380,70","3647,76","522,584",0,"108,6364","278,2273","928,5909"
TV Manufacturing & Supplier Unit,2011-05-21,5567,103,"107,6","102,7","361,02",4266,"1540111,32","60,70","13,50","77,86","1385,13","3238,14","900,812","47,174","157,2727","258,3636","1084,3636"
TV Manufacturing & Supplier Unit,2011-05-22,5143,103,"107,6","102,7","361,02",4206,"1518450,12","59,17","13,85","75,52","1437,64","4245,86","818,376",0,"104,3636","233,6818","807,0909"
TV Manufacturing & Supplier Unit,2011-05-23,5828,103,"107,6","102,7","361,02",4176,"1507619,52","65,12","13,33","78,10","1381,77","3604,00","1100,992","46,782","109,6364","226,5909","889,8636"
TV Manufacturing & Supplier Unit,2011-05-24,5585,103,"107,6","102,7","361,02",5234,"1889578,68","60,67","13,49","76,73","1399,66","4168,95","272,036",0,"93,9545","222,7727","805,9091"
TV Manufacturing & Supplier Unit,2011-05-25,5988,103,"107,6","102,7","361,02",4446,"1605094,92","59,10","13,21","78,61","1369,35","3984,43","817,581","31,3919","81,9091","225,1818","816,2727"
TV Manufacturing & Supplier Unit,2011-05-26,5113,103,"107,6","102,7","361,02",4346,"1568992,92","61,14","12,78","76,29","1341,73","3943,52","1288,844","31,1817","98,6818","224,5455","855,8636"
TV Manufacturing & Supplier Unit,2011-05-27,5763,103,"107,6","102,7","361,02",4216,"1522060,32","53,79","12,94","74,94","1323,55","5732,00","540,757","31,5487","111,0455","232,8636","791,3636"
TV Manufacturing & Supplier Unit,2011-05-28,5178,103,"107,6","102,7","361,02",4505,"1626395,10","71,53","13,74","90,92","1448,97","4794,05","1244,833","31,3605","93,0455",200,"889,3636"
